OrderNum,OrderType,CustomerType,CustName,CustState,ProdCategory,ProdNumber,ProdName,Quantity,Price,Discount,OrderTotal
1101143,Wholesale,Business,Kuvalis Group,Ohio,Robot Kits,RK607,BYOR-4005,10,$245.00 ,$49.00 ,"$2,401.00 "
1101144,Retail,Individual,Jyoti Edgell,New York,eBooks,EB502,Building Your First Robot,1,$24.95 ,0,$24.95 
1101145,Wholesale,Business,D'Amore LLC,Pennsylvania,eBooks,EB509,GPS Drones,7,$19.99 ,$4.00 ,$135.93 
1101146,Wholesale,Business,Murazik Inc.,Arizona,eBooks,EB508,Fixed Wing Drones,5,$15.50 ,$3.10 ,$74.40 
1101147,Wholesale,Business,Marks Inc.,Texas,Blueprints,BP106,Hexacopter Drone Blueprint,4,$8.99 ,$1.80 ,$34.16 
1101148,Wholesale,Business,Green-Shields,Minnesota,Robots,RS702,MICR-23K Robot,6,$899.00 ,$179.80 ,"$5,214.20 "
1101149,Retail,Individual,Steph Cartwright,Florida,Robots,RS707,RXW-9807 Robot,1,$599.00 ,0,$599.00 
1101150,Wholesale,Business,Treutel Group,New York,Training Videos,TV813,Virtual Reality Basics,109,$29.99 ,$6.00 ,"$3,262.91 "
1101151,Retail,Individual,Susan Thiel,Arizona,Drone Kits,DK204,BYOD-300,1,$89.00 ,0,$89.00 
1101152,Wholesale,Business,Koss Industries,Nevada,Robots,RS703,RCB-889 Robot,7,$549.00 ,$109.80 ,"$3,733.20 "
1101153,Wholesale,Business,Hahn-Hand,Massachusetts,Drones,DS307,MICR-564K Drone,6,$499.00 ,$99.80 ,"$2,894.20 "
1101154,Wholesale,Business,Sanford Group,Texas,Training Videos,TV802,AI for Educators,2,$49.95 ,$9.99 ,$89.91 
1101155,Wholesale,Business,D'Amore LLC,Pennsylvania,Training Videos,TV806,Mapping with Drones,12,$49.00 ,$9.80 ,$578.20 
1101156,Retail,Individual,Greg Collier,North Carolina,eBooks,EB519,Spherical Robots,1,$16.75 ,0,$16.75 
1101157,Wholesale,Business,The Orn Company,Georgia,Training Videos,TV813,Virtual Reality Basics,20,$29.99 ,$6.00 ,$593.80 
1101158,Retail,Individual,Vern Hodkiewicz,Minnesota,Drones,DS306,DX-145 Drone,1,$250.00 ,0,$250.00 
1101159,Retail,Individual,Sybila Grossier,Florida,Robot Kits,RK605,BYOR-3000,1,$214.00 ,0,$214.00 
1101160,Wholesale,Business,Murazik Inc.,Arizona,Training Videos,TV805,Industrial 3D Printing ,11,$49.00 ,$9.80 ,$529.20 
1101161,Wholesale,Business,Grady Inc.,Florida,Blueprints,BP104,Cat Robot Blueprint,5,$4.99 ,$1.00 ,$23.95 
1101162,Retail,Individual,Pen Stockoe,Michigan,Training Videos,TV805,Industrial 3D Printing ,1,$49.00 ,0,$49.00 
1101163,Wholesale,Business,LMD Resources,New Hampshire,Drone Kits,DK203,BYOD-220,8,$69.00 ,$13.80 ,$538.20 
1101164,Retail,Individual,Denny Harvey-Moore,Texas,Training Videos,TV805,Industrial 3D Printing ,1,$49.00 ,0,$49.00 
1101165,Retail,Individual,Gabriell Blamires,Texas,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00 ,0,$12.00 
1101166,Wholesale,Business,Ratke and Sons,North Carolina,Training Videos,TV802,AI for Educators,5,$49.95 ,$9.99 ,$239.76 
1101167,Retail,Individual,Bengt Ennew,California,eBooks,EB512,Multi Rotor Drones,1,$24.95 ,0,$24.95 
1101168,Retail,Individual,Paul Goldner,Oregon,Robot Kits,RK606,BYOR-3535,4,$224.00 ,0,$896.00 
1101169,Wholesale,Business,Green-Shields,Minnesota,Training Videos,TV808,Robotic Essentials,10,$34.99 ,$7.00 ,$342.90 
1101170,Wholesale,Business,Thompson Inc.,Massachusetts,Drone Kits,DK201,BYOD-100,99,$54.00 ,$10.80 ,"$5,335.20 "
1101171,Wholesale,Business,Wilderman Inc.,Kentucky,Blueprints,BP102,Bsquare Robot Blueprint,12,$8.99 ,$1.80 ,$106.08 
1101172,Wholesale,Business,Stokes Electronics,New Hampshire,eBooks,EB506,Delta Robots,9,$16.99 ,$3.40 ,$149.51 
1101173,Retail,Individual,Resse Moen,Iowa,eBooks,EB511,Helicopter Drones,1,$20.95 ,0,$20.95 
1101174,Retail,Individual,Alexis Armstrong,Ohio,eBooks,EB509,GPS Drones,1,$19.99 ,0,$19.99 
1101175,Wholesale,Business,Parker Group,Arizona,Robots,RS706,RWW-75 Robot,5,$883.00 ,$176.60 ,"$4,238.40 "
1101176,Wholesale,Business,Murphy LLC,Missouri,eBooks,EB508,Fixed Wing Drones,7,$15.50 ,$3.10 ,$105.40 
1101177,Wholesale,Business,Crooks Group,Wisconsin,Training Videos,TV810,Understanding Automation,10,$44.95 ,$8.99 ,$440.51 
1101178,Wholesale,Business,McCullough LLC,North Carolina,Drone Kits,DK201,BYOD-100,12,$54.00 ,$10.80 ,$637.20 
1101179,Retail,Individual,Salome Glashby,Arizona,eBooks,EB520,Understanding Arduino,1,$17.50 ,0,$17.50 
1101180,Wholesale,Business,Schinner Inc.,Florida,Blueprints,BP106,Hexacopter Drone Blueprint,12,$8.99 ,$1.80 ,$106.08 
1101181,Retail,Individual,Nolan Wirth,Kansas,eBooks,EB507,Drone Building Essentials,1,$13.99 ,0,$13.99 
1101182,Retail,Individual,Steve Klein-Emmerich,District of Columbia,Drones,DS305,DTI-84 Drone,1,$455.00 ,0,$455.00 
1101183,Retail,Individual,Kaye Hissett,Ohio,Robots,RS706,RWW-75 Robot,2,$883.00 ,0,"$1,766.00 "
1101184,Wholesale,Business,Balistreri Group,Tennessee,Training Videos,TV808,Robotic Essentials,12,$34.99 ,$7.00 ,$412.88 
1101185,Retail,Individual,Jammie Minelli,Louisiana,Robot Kits,RK603,BYOR-1500,1,$189.00 ,0,$189.00 
1101186,Wholesale,Business,Stehr Group,North Carolina,Blueprints,BP102,Bsquare Robot Blueprint,6,$8.99 ,$1.80 ,$52.14 
1101187,Wholesale,Business,Hammes Inc.,Michigan,Blueprints,BP101,All Eyes Drone Blueprint,89,$9.99 ,$2.00 ,$887.11 
1101188,Wholesale,Business,Frami LLC,Louisiana,Training Videos,TV802,AI for Educators,58,$49.95 ,$9.99 ,"$2,887.11 "
1101189,Retail,Individual,Pate Donativo,Wisconsin,Drones,DS302,DC-304 Drone,1,$395.00 ,0,$395.00 
1101190,Wholesale,Business,Casper-Brown,California,Training Videos,TV813,Virtual Reality Basics,54,$29.99 ,$6.00 ,"$1,613.46 "
1101191,Retail,Individual,Demetris Heinschke,Florida,Robot Kits,RK606,BYOR-3535,1,$225.00 ,0,$225.00 
1101192,Retail,Individual,Prentiss Redgrove,Michigan,Drones,DS306,DX-145 Drone,1,$250.00 ,0,$250.00 
1101193,Retail,Individual,Arlen Danilyuk,Virginia,Blueprints,BP104,Cat Robot Blueprint,1,$4.99 ,0,$4.99 
1101194,Wholesale,Business,Schinner Inc.,Florida,eBooks,EB513,Photograph Drones,10,$14.99 ,$3.00 ,$146.90 
1101195,Wholesale,Business,Mills Inc.,Oklahoma,Drone Kits,DK201,BYOD-100,9,$54.00 ,$10.80 ,$475.20 
1101196,Wholesale,Business,Bechtelar LLC,Arizona,eBooks,EB503,Building Your Own Drone,10,$24.99 ,$5.00 ,$244.90 
1101197,Retail,Individual,Gary Renner,Minnesota,Training Videos,TV811,Understanding Drone Regulations,1,$27.50 ,0,$27.50 
1101198,Wholesale,Business,Wilderman Inc.,Kentucky,Blueprints,BP105,Creature Robot Arms Blueprint ,104,$12.00 ,$2.40 ,"$1,245.60 "
1101199,Retail,Individual,Celestyn Ibel,Massachusetts,Drones,DS306,DX-145 Drone,1,$250.00 ,0,$250.00 
1101200,Wholesale,Business,Hudson LLC,Ohio,Drones,DS306,DX-145 Drone,38,$250.00 ,$50.00 ,"$9,450.00 "
1101201,Wholesale,Business,Deckow Inc.,New York,Drone Kits,DK209,BYOD-550,10,$179.00 ,$35.80 ,"$1,754.20 "
1101202,Retail,Individual,Stephanus Macenzy,California,eBooks,EB504,Cartesian Robots,1,$12.99 ,0,$12.99 
1101203,Wholesale,Business,McGlynn Group,New York,Training Videos,TV805,Industrial 3D Printing ,9,$49.00 ,$9.80 ,$431.20 
1101204,Retail,Individual,Diarmid Teodorski,Texas,Drones,DS306,DX-145 Drone,1,$250.00 ,0,$250.00 
1101205,Wholesale,Business,Ferry Group,New Jersey,Robot Kits,RK603,BYOR-1500,7,$189.00 ,$37.80 ,"$1,285.20 "
1101206,Retail,Individual,Shane Langworth,Utah,Training Videos,TV806,Mapping with Drones,1,$49.00 ,0,$49.00 
1101207,Wholesale,Business,Pouros Inc.,Michigan,Drones,DS306,DX-145 Drone,4,$250.00 ,$50.00 ,$950.00 
1101208,Wholesale,Business,Auer Inc.,Maryland,Blueprints,BP107,Ladybug Robot Blueprint,4,$12.00 ,$2.40 ,$45.60 
1101209,Wholesale,Business,Kuhic Inc.,Connecticut,eBooks,EB521,Understanding Artificial Intelligence,3,$19.50 ,$3.90 ,$54.60 
1101210,Retail,Individual,Josephina Dangerfield,Washington,Drones,DS301,DA-SA702 Drone,1,$399.00 ,0,$399.00 
1101211,Retail,Individual,Barton Lockman,Arizona,eBooks,EB511,Helicopter Drones,1,$20.95 ,0,$20.95 
1101212,Wholesale,Business,Cremin LLC,Colorado,Drone Kits,DK203,BYOD-220,23,$69.00 ,$13.80 ,"$1,573.20 "
1101213,Retail,Individual,Yalonda Dulany,California,Drone Kits,DK204,BYOD-300,1,$89.00 ,0,$89.00 
1101214,Wholesale,Business,Schaefer Inc.,Massachusetts,Drone Kits,DK206,BYOD-400,5,$119.00 ,$23.80 ,$571.20 
1101215,Wholesale,Business,Grant LLC,Arizona,Drone Kits,DK201,BYOD-100,11,$54.00 ,$10.80 ,$583.20 
1101216,Wholesale,Business,Trantow Technologies,Mississippi,Drone Kits,DK206,BYOD-400,3,$119.00 ,$23.80 ,$333.20 
1101217,Wholesale,Business,Hayes LLC,Illinois,Training Videos,TV813,Virtual Reality Basics,10,$29.99 ,$6.00 ,$293.90 
1101218,Wholesale,Business,Gibson Group,Florida,Drones,DS303,DTD-7000 Drone,8,$450.00 ,$90.00 ,"$3,510.00 "
1101219,Retail,Individual,Antonio Fisher,Utah,Drones,DS303,DTD-7000 Drone,1,$450.00 ,0,$450.00 
1101220,Retail,Individual,Julio Learoyd,Oregon,eBooks,EB513,Photograph Drones,1,$14.99 ,0,$14.99 
1101221,Wholesale,Business,Boyer LLC,Texas,Drone Kits,DK202,BYOD-200,4,$58.95 ,$11.79 ,$224.01 
1101222,Retail,Individual,Marco Frizzell,New York,Drones,DS301,DA-SA702 Drone,1,$399.00 ,0,$399.00 
1101223,Wholesale,Business,Mann LLC,Texas,eBooks,EB504,Cartesian Robots,8,$12.99 ,$2.60 ,$101.32 
1101224,Wholesale,Business,Bergstrom LLC,Minnesota,Training Videos,TV802,AI for Educators,11,$49.95 ,$9.99 ,$539.46 
1101225,Retail,Individual,Peg Claire,Florida,Blueprints,BP108,Panda Robot Blueprint,1,$7.99 ,0,$7.99 
1101226,Wholesale,Business,Beatty LLC,Idaho,eBooks,EB508,Fixed Wing Drones,10,$15.50 ,$3.10 ,$151.90 
1101227,Wholesale,Business,Conn Inc.,Kentucky,Drones,DS303,DTD-7000 Drone,83,$450.00 ,$90.00 ,"$37,260.00 "
1101228,Wholesale,Business,Turcotte Corp,New York,Drone Kits,DK201,BYOD-100,89,$54.00 ,$10.80 ,"$4,795.20 "
1101229,Retail,Individual,Rau Nesby,Florida,Blueprints,BP108,Panda Robot Blueprint,1,$7.99 ,0,$7.99 
1101230,Wholesale,Business,Hills Group,Georgia,Drones,DS305,DTI-84 Drone,5,$455.00 ,$91.00 ,"$2,184.00 "
1101231,Retail,Individual,Forester Taillant,Arizona,eBooks,EB502,Building Your First Robot,1,$24.95 ,0,$24.95 
1101232,Wholesale,Business,Donnelly Group,Montana,Blueprints,BP104,Cat Robot Blueprint,5,$4.99 ,$1.00 ,$23.95 
1101233,Retail,Individual,Agnella Paridge,Arizona,Drones,DS306,DX-145 Drone,1,$250.00 ,0,$250.00 
1101234,Wholesale,Business,WPS Technologies,Pennsylvania,Robot Kits,RK605,BYOR-3000,6,$214.00 ,$42.80 ,"$1,241.20 "
1101235,Wholesale,Business,Kuhlman Inc.,Tennessee,Robot Kits,RK603,BYOR-1500,11,$189.00 ,$37.80 ,"$2,041.20 "
1101236,Retail,Individual,Gabriel Legros,Texas,eBooks,EB504,Cartesian Robots,1,$12.99 ,0,$12.99 
1101237,Wholesale,Business,Blue Sky Kites,Colorado,Robot Kits,RK605,BYOR-3000,5,$214.00 ,$42.80 ,"$1,027.20 "
1101238,Wholesale,Business,Erdman LLC,North Carolina,Training Videos,TV801,Aerial Security,12,$36.99 ,$7.40 ,$436.48 
1101239,Retail,Individual,Oralie Ledley,New Mexico,Drone Kits,DK204,BYOD-300,1,$89.00 ,0,$89.00 
1101240,Retail,Individual,Rafaellle Borthram,Georgia,eBooks,EB503,Building Your Own Drone,1,$24.99 ,0,$24.99 
1101241,Retail,Individual,Cirilo Totman,Indiana,Drone Kits,DK208,BYOD-500,1,$167.00 ,0,$167.00 
1101242,Retail,Individual,Stanton LeEstut,Texas,Blueprints,BP104,Cat Robot Blueprint,1,$4.99 ,0,$4.99 
1101243,Wholesale,Business,Feil LLC,Maryland,Blueprints,BP108,Panda Robot Blueprint,5,$7.99 ,$1.60 ,$38.35 
1101244,Retail,Individual,Wang Fallanche,Nebraska,Robot Kits,RK607,BYOR-4005,1,$245.00 ,0,$245.00 
1101245,Wholesale,Business,Bins Inc.,Ohio,Robot Kits,RK603,BYOR-1500,8,$189.00 ,$37.80 ,"$1,474.20 "
1101246,Wholesale,Business,Ledner LLC,Florida,eBooks,EB518,Single Rotor Drones,7,$14.99 ,$3.00 ,$101.93 
1101247,Retail,Individual,April Persich,California,Blueprints,BP110,Upside Down Robot Blueprint,1,$12.00 ,0,$12.00 
1101248,Wholesale,Business,Schinner Inc.,Florida,Blueprints,BP107,Ladybug Robot Blueprint,70,$12.00 ,$2.40 ,$837.60 
1101249,Retail,Individual,Ulrika Attril,Virginia,Blueprints,BP110,Sleepy Eye Blueprint,1,$11.99 ,0,$11.99 
1101250,Wholesale,Business,Gusikowski Group,North Carolina,eBooks,EB508,Fixed Wing Drones,6,$15.50 ,$3.10 ,$89.90 
1101251,Wholesale,Business,Kohler Inc.,Georgia,Training Videos,TV813,Virtual Reality Basics,9,$29.99 ,$6.00 ,$263.91 
1101252,Retail,Individual,Livvyy Albion,Ohio,Robot Kits,RK605,BYOR-3000,1,$214.00 ,0,$214.00 
1101253,Wholesale,Business,Torp Inc.,Florida,eBooks,EB503,Building Your Own Drone,3,$24.99 ,$5.00 ,$69.97 
1101254,Wholesale,Business,Pouros Inc.,Michigan,Training Videos,TV808,Robotic Essentials,3,$34.99 ,$7.00 ,$97.97 
1101255,Wholesale,Business,Dickens LLC,Connecticut,eBooks,EB504,Cartesian Robots,9,$12.99 ,$2.60 ,$114.31 
1101256,Wholesale,Business,Lind Group,District of Columbia,Robot Kits,RK606,BYOR-3535,13,$225.00 ,$45.00 ,"$2,880.00 "
1101257,Wholesale,Business,Koss Industries,Nevada,eBooks,EB509,GPS Drones,10,$19.99 ,$4.00 ,$195.90 
1101258,Retail,Individual,Patton Barthel,Utah,Robots,RS703,RCB-889 Robot,1,$549.00 ,0,$549.00 
1101259,Wholesale,Business,Moore LLC,Indiana,eBooks,EB514,Polar Robots,3,$23.99 ,$4.80 ,$67.17 
1101260,Wholesale,Business,Rutherford Group,South Carolina,Robot Kits,RK606,BYOR-3535,9,$225.00 ,$45.00 ,"$1,980.00 "
1101261,Wholesale,Business,Kub LLC,Texas,Drones,DS306,DX-145 Drone,11,$250.00 ,$50.00 ,"$2,700.00 "
1101262,Wholesale,Business,Zoo Technologies,Hawaii,eBooks,EB508,Fixed Wing Drones,4,$15.50 ,$3.10 ,$58.90 
1101263,Wholesale,Business,Kreiger LLC,New York,Blueprints,BP108,Panda Robot Blueprint,11,$7.99 ,$1.60 ,$86.29 
1101264,Retail,Individual,Corey Soame,Florida,Training Videos,TV813,Virtual Reality Basics,1,$29.99 ,0,$29.99 
1101265,Wholesale,Business,Feest Inc.,Indiana,eBooks,EB508,Fixed Wing Drones,67,$15.50 ,$3.10 ,"$1,035.40 "
1101266,Wholesale,Business,Zemlak Inc.,California,Drones,DS301,DA-SA702 Drone,7,$399.00 ,$79.80 ,"$2,713.20 "
1101267,Retail,Individual,Hammy Eldin,New Jersey,Robot Kits,RK603,BYOR-1500,3,$189.00 ,0,$567.00 
1101268,Wholesale,Business,Christiansen Group,Colorado,Blueprints,BP109,QuadroCopter Blueprint ,9,$10.99 ,$2.20 ,$96.71 
1101269,Wholesale,Business,Gottlieb-Jenkins,West Virginia,Training Videos,TV808,Robotic Essentials,6,$34.99 ,$7.00 ,$202.94 
1101270,Retail,Individual,Stevie Hanscomb,California,eBooks,EB511,Helicopter Drones,1,$20.95 ,0,$20.95 
1101271,Retail,Individual,Lorna Cansdale,District of Columbia,Drones,DS303,DTD-7000 Drone,1,$450.00 ,0,$450.00 
1101272,Retail,Individual,Agnese Nolot,Arkansas,eBooks,EB514,Polar Robots,1,$23.99 ,0,$23.99 
1101273,Retail,Individual,Maggie Raynor,California,Training Videos,TV806,Mapping with Drones,1,$49.00 ,0,$49.00 
1101274,Wholesale,Business,Beahan Inc.,Hawaii,Blueprints,BP104,Cat Robot Blueprint,8,$4.99 ,$1.00 ,$38.92 
1101275,Retail,Individual,Adrian Mariotte,Texas,eBooks,EB509,GPS Drones,1,$19.99 ,0,$19.99 
1101276,Wholesale,Business,The Lesch Company,Maryland,Blueprints,BP108,Panda Robot Blueprint,8,$7.99 ,$1.60 ,$62.32 
1101277,Retail,Individual,Pen Ridsdale,California,Robot Kits,RK602,BYOR-1000,1,$190.00 ,0,$190.00 
1101278,Retail,Individual,Isaak Legate,Illinois,Drones,DS305,DTI-84 Drone,1,$455.00 ,0,$455.00 
1101279,Wholesale,Business,Runte Inc.,Montana,Robots,RS702,MICR-23K Robot,12,$899.00 ,$179.80 ,"$10,608.20 "
1101280,Wholesale,Business,Kohler Inc.,Georgia,Training Videos,TV812,Understanding Raspberry PI,97,$28.99 ,$5.80 ,"$2,806.23 "
1101281,Retail,Individual,Molly Klein,Kansas,Drones,DS305,DTI-84 Drone,2,$455.00 ,0,$910.00 
1101282,Wholesale,Business,Mountain Run LLC,Georgia,Training Videos,TV803,Cloud Computing,8,$29.99 ,$6.00 ,$233.92 
1101283,Wholesale,Business,Upton LLC,California,eBooks,EB509,GPS Drones,3,$19.99 ,$4.00 ,$55.97 
1101284,Wholesale,Business,Ortiz Inc.,Texas,eBooks,EB520,Understanding Arduino,6,$17.50 ,$3.50 ,$101.50 
1101285,Retail,Individual,Viviana Knoller,Florida,Drone Kits,DK204,BYOD-300,1,$89.00 ,0,$89.00 
1101286,Retail,Individual,Lauren Casper,Michigan,Drone Kits,DK208,BYOD-500,2,$167.00 ,0,$334.00 
1101287,Retail,Individual,Leland Rackstraw,Washington,Robot Kits,RK606,BYOR-3535,1,$225.00 ,0,$225.00 
1101288,Retail,Individual,Charleen Curedell,Iowa,Training Videos,TV813,Virtual Reality Basics,1,$29.99 ,0,$29.99 
1101289,Wholesale,Business,Mraz Ullrich Inc..,Virginia,eBooks,EB503,Building Your Own Drone,26,$24.99 ,$5.00 ,$644.74 
1101290,Wholesale,Business,Metz Group,Delaware,Blueprints,BP104,Cat Robot Blueprint,9,$4.99 ,$1.00 ,$43.91 
1101291,Wholesale,Business,Cummings LLC,New York,Robot Kits,RK602,BYOR-1000,4,$189.00 ,$37.80 ,$718.20 
1101292,Wholesale,Business,Wilkinson LLC,Massachusetts,eBooks,EB513,Photograph Drones,8,$14.99 ,$3.00 ,$116.92 
1101293,Retail,Individual,Hillary Gilfoy,Kentucky,Drones,DS306,DX-145 Drone,1,$250.00 ,0,$250.00 
1101294,Retail,Individual,Henryetta Clayson,Louisiana,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00 ,0,$12.00 
1101295,Retail,Individual,Ruperta Cawse,Florida,eBooks,EB502,Building Your First Robot,1,$24.95 ,0,$24.95 
1101296,Retail,Individual,Zia Easeman,Tennessee,eBooks,EB520,Understanding Arduino,1,$17.50 ,0,$17.50 
1101297,Retail,Individual,Darcy Wolff,Nevada,eBooks,EB521,Understanding Artificial Intelligence,1,$19.50 ,0,$19.50 
1101298,Wholesale,Business,Jenkins LLC,North Carolina,Robot Kits,RK603,BYOR-1500,12,$189.00 ,$37.80 ,"$2,230.20 "
1101299,Retail,Individual,Jenna Brown,California,eBooks,EB521,Understanding Artificial Intelligence,1,$19.50 ,0,$19.50 
1101300,Wholesale,Business,Herzog Group,California,Drones,DS305,DTI-84 Drone,3,$455.00 ,$91.00 ,"$1,274.00 "
1101301,Wholesale,Business,Bahringer Group,New Hampshire,Blueprints,BP104,Cat Robot Blueprint,11,$4.99 ,$1.00 ,$53.89 
1101302,Retail,Individual,Cassandra Caughte,Washington,Training Videos,TV809,Understanding 3D Printing,1,$42.99 ,0,$42.99 
1101303,Wholesale,Business,Landon Hotel,California,Blueprints,BP102,Bsquare Robot Blueprint,12,$8.99 ,$1.80 ,$106.08 
1101304,Retail,Individual,Forrest Baird,Virginia,Training Videos,TV809,Understanding 3D Printing,1,$42.99 ,0,$42.99 
1101305,Wholesale,Business,Strosin Innovations,Florida,Blueprints,BP108,Panda Robot Blueprint,9,$7.99 ,$1.60 ,$70.31 
1101306,Wholesale,Business,Bradtke Inc.,Washington,Training Videos,TV803,Cloud Computing,5,$29.99 ,$6.00 ,$143.95 
1101307,Retail,Individual,Margaret Eadmead,Washington,eBooks,EB503,Building Your Own Drone,1,$24.99 ,0,$24.99 
1101308,Wholesale,Business,Boyer LLC,Texas,Robot Kits,RK605,BYOR-3000,63,$214.00 ,$42.80 ,"$13,439.20 "
1101309,Retail,Business,Graham LLC,Arizona,Drone Kits,DK201,BYOD-100,1,$54.00 ,0,$54.00 
1101310,Wholesale,Business,Dare LLC,Colorado,Training Videos,TV812,Understanding Raspberry PI,6,$28.99 ,$5.80 ,$168.14 
1101311,Wholesale,Business,Little and Sons,California,Robots,RS704,RLK-9920 Robot,8,$699.00 ,$139.80 ,"$5,452.20 "
1101312,Wholesale,Business,Bergnaum Group,Ohio,Blueprints,BP107,Ladybug Robot Blueprint,8,$12.00 ,$2.40 ,$93.60 
1101313,Retail,Individual,Dory Stebbings,Florida,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00 ,0,$12.00 
1101314,Retail,Individual,Domenico Boanas,District of Columbia,eBooks,EB507,Drone Building Essentials,1,$13.99 ,0,$13.99 
1101315,Wholesale,Business,Boehm Inc.,Idaho,eBooks,EB513,Photograph Drones,35,$14.99 ,$3.00 ,$521.65 
1101316,Wholesale,Business,Feest Inc.,Indiana,Robot Kits,RK606,BYOR-3535,96,$223.00 ,$44.60 ,"$21,363.40 "
1101317,Wholesale,Business,Carroll Inc.,New York,eBooks,EB507,Drone Building Essentials,7,$13.99 ,$2.80 ,$95.13 
1101318,Wholesale,Business,Herzog Group,California,Robots,RS704,RLK-9920 Robot,9,$699.00 ,$139.80 ,"$6,151.20 "
1101319,Retail,Individual,Catlin Sibray,Utah,Robots,RS702,MICR-23K Robot,1,$899.00 ,0,$899.00 
1101320,Wholesale,Business,Baumbach Security,North Dakota,Blueprints,BP110,Upside Down Robot Blueprint,4,$12.00 ,$2.40 ,$45.60 
1101321,Wholesale,Business,Lind Group,District of Columbia,Training Videos,TV813,Virtual Reality Basics,12,$29.99 ,$6.00 ,$353.88 
1101322,Wholesale,Business,Baumbach Security,North Dakota,Robots,RS703,RCB-889 Robot,7,$549.00 ,$109.80 ,"$3,733.20 "
1101323,Wholesale,Business,Thompson Inc.,Massachusetts,eBooks,EB518,Single Rotor Drones,78,$14.99 ,$3.00 ,"$1,166.22 "
1101324,Wholesale,Business,Dickens LLC,Connecticut,Blueprints,BP110,Sleepy Eye Blueprint,35,$11.99 ,$2.40 ,$417.25 
1101325,Retail,Individual,Hazel Bison,Arizona,eBooks,EB521,Understanding Artificial Intelligence,1,$19.50 ,0,$19.50 
1101326,Retail,Individual,Clerkclaude Crannach,Maryland,eBooks,EB508,Fixed Wing Drones,1,$15.50 ,0,$15.50 
1101327,Retail,Individual,Smitty Boehm,Utah,Training Videos,TV804,Drone Video Techniques,1,$37.99 ,0,$37.99 
1101328,Wholesale,Business,Witting Innovations,Kentucky,Robots,RS706,RWW-75 Robot,10,$883.00 ,$176.60 ,"$8,653.40 "
1101329,Wholesale,Business,Pouros Inc.,Michigan,Training Videos,TV811,Understanding Drone Regulations,6,$27.50 ,$5.50 ,$159.50 
1101330,Wholesale,Business,Murphy LLC,Missouri,eBooks,EB503,Building Your Own Drone,10,$24.99 ,$5.00 ,$244.90 
1101331,Retail,Individual,Freeman Spilstead,Georgia,Drones,DS307,MICR-564K Drone,1,$499.00 ,0,$499.00 
1101332,Retail,Individual,Regina McClure,Georgia,Robot Kits,RK606,BYOR-3535,2,$225.00 ,0,$450.00 
1101333,Wholesale,Business,Beatty LLC,Idaho,eBooks,EB509,GPS Drones,9,$19.99 ,$4.00 ,$175.91 
1101334,Wholesale,Business,Cole Inc.,Minnesota,Robot Kits,RK606,BYOR-3535,11,$225.00 ,$45.00 ,"$2,430.00 "
1101335,Wholesale,Business,Gorczany Inc.,Ohio,Blueprints,BP106,Hexacopter Drone Blueprint,12,$8.99 ,$1.80 ,$106.08 
1101336,Wholesale,Business,Veum Group,New York,Robots,RS704,RLK-9920 Robot,3,$699.00 ,$139.80 ,"$1,957.20 "
1101337,Retail,Individual,Leshia Schinetti,Florida,eBooks,EB513,Photograph Drones,1,$14.99 ,0,$14.99 
1101338,Wholesale,Business,Bradtke Inc.,Washington,eBooks,EB503,Building Your Own Drone,13,$24.99 ,$5.00 ,$319.87 
1101339,Wholesale,Business,Kutch Inc.,Virginia,Training Videos,TV809,Understanding 3D Printing,4,$42.99 ,$8.60 ,$163.36 
1101340,Wholesale,Business,Stracke International,Nebraska,eBooks,EB501,Articulated Robots,7,$23.99 ,$4.80 ,$163.13 
1101341,Retail,Individual,Ali Prohaska,Missouri,Robots,RS707,RXW-9807 Robot,1,$599.00 ,0,$599.00 
1101342,Retail,Individual,Marnie Tatchell,Georgia,eBooks,EB516,RTF Drones,1,$16.99 ,0,$16.99 
